origin_cluster,origin_degree,origin_train_n,reassigned_to,is_graph_neighbor,dist_to_own_centroid,dist_to_reassigned_centroid,margin_normalized
cube13_cluster0,10,1173,cube14_cluster0,True,1.5084169904933142,1.4791737149401176,0.00742117430316772
cube13_cluster0,10,1173,cube23_cluster1,True,1.9657815302472066,1.389911898591426,0.1461405684409175
cube13_cluster0,10,1173,cube23_cluster1,True,2.188708575031863,2.1794259881848417,0.0023556764306626368
cube13_cluster0,10,1173,cube13_cluster1,False,2.5786384787789562,1.4786239941537924,0.2791547482963207
cube13_cluster0,10,1173,cube4_cluster0,True,2.1100807613811896,1.850442266767472,0.06588942202577058
cube13_cluster0,10,1173,cube12_cluster0,True,1.732279750039442,1.3719254589472951,0.09144844257355896
cube13_cluster0,10,1173,cube12_cluster0,True,1.2878206380623063,1.1637969936919434,0.031473939398896734
cube13_cluster0,10,1173,cube12_cluster0,True,1.3224000986102473,1.2973196742232787,0.006364752150781798
cube13_cluster0,10,1173,cube4_cluster0,True,1.700520530578935,1.5983537653009163,0.025927238271915173
cube13_cluster0,10,1173,cube4_cluster0,True,1.6248085054435117,1.4913497829072908,0.03386831411610214
cube13_cluster0,10,1173,cube5_cluster0,True,1.269417620720525,0.9895775188501094,0.07101605869078352
cube13_cluster0,10,1173,cube23_cluster1,True,2.066235555882489,1.4809344075042692,0.1485340393574412
cube13_cluster0,10,1173,cube5_cluster0,True,1.0717023488778343,0.7482158464829771,0.08209236734193068
cube13_cluster0,10,1173,cube24_cluster1,True,3.082746143107545,1.894298913754064,0.30159665332650604
cube13_cluster0,10,1173,cube3_cluster0,True,1.663642943043803,1.338635990918265,0.08247821749917657
cube13_cluster0,10,1173,cube4_cluster0,True,1.0939698969354255,1.0016072551704285,0.023439209550660447
cube14_cluster0,16,644,cube23_cluster0,True,2.9143917632502827,2.0305505406503603,0.2242956592638576
cube14_cluster0,16,644,cube13_cluster0,True,1.8096889899789612,1.7888334507309784,0.0052925874074635695
cube14_cluster0,16,644,cube5_cluster0,True,1.575013456182903,1.5436633779951814,0.00795582540764955
cube14_cluster0,16,644,cube5_cluster0,True,1.864084379724788,1.652054754033877,0.05380754309910595
cube14_cluster0,16,644,cube5_cluster0,True,1.571434236082925,1.4787897941982446,0.023510723010328107
cube14_cluster0,16,644,cube6_cluster2,True,2.5045334345915027,1.736642480907707,0.1948705302436687
